company_name,industry,main_products
바이오텐,기타 식품 제조업,"일반식품, 건강기능식품, 보조사료"
아이엠티,특수 목적용 기계 제조업,건식세정 장비 및 EUV Mask Baking Laser
레뷰코퍼레이션,광고업,"REVU 서비스(컨텐츠마케팅, 로컬, 에이전시)"
두산로보틱스,특수 목적용 기계 제조업,협동로봇
한싹,소프트웨어 개발 및 공급업,망간자료전송
KT밀리의서재,"서적, 잡지 및 기타 인쇄물 출판업",전자책 정기구독 서비스
인스웨이브,소프트웨어 개발 및 공급업,"UI/UX 개발 솔루션, 엔터프라이즈 DX 솔루션, 금융 단말 솔루션 등"
우듬지팜,"과실, 채소 가공 및 저장 처리업","스테비아 토마토, 대추방울 토마토, 완숙 토마토 등"
코어라인소프트,소프트웨어 개발 및 공급업,의료영상 진단보조 솔루션
STX그린로지스,해상 운송업,해상운송업 및 물류업
율촌,1차 철강 제조업,냉간인발강관(파이프)
크라우드웍스,소프트웨어 개발 및 공급업,인공지능 데이터 구축 서비스
시큐레터,소프트웨어 개발 및 공급업,"SLE(이메일 보안), SLF(파일 보안)"
스마트레이더시스템,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",모빌리티 및 비모빌리티용 4D이미징레이다
넥스틸,1차 철강 제조업,"OCTG Pipe, Line Pipe, Standard Pipe, 일반관"
캔버스엔,"영화, 비디오물, 방송프로그램 제작 및 배급업","방송영상 제작, 공급"
코츠테크놀로지,컴퓨터 및 주변장치 제조업,"싱글보드컴퓨터(SBC), 군용 전시기 등"
큐리옥스바이오시스템즈,의료용 기기 제조업,세포 전처리 자동화기기 등
NICE평가정보,기타 정보 서비스업,"개인 및 기업정보, 솔루션"
파두,반도체 제조업,SSD 컨트롤러
엠아이큐브솔루션,소프트웨어 개발 및 공급업,"스마트팩토리 솔루션, 제조지능화 솔루션"
시지트로닉스,반도체 제조업,특화반도체 소자
에피바이오텍,자연과학 및 공학 연구개발업,탈모 치료제
조선내화,"내화, 비내화 요업제품 제조업",내화 요업제품
에이엘티,반도체 제조업,반도체 테스트 및 패키징(반도체 후공정)
파로스아이바이오,자연과학 및 공학 연구개발업,PHI-101 급성골수성백혈병 치료제 및 재발성난소암 치료제
버넥트,소프트웨어 개발 및 공급업,산업용 XR 솔루션
뷰티스킨,기타 화학제품 제조업,"화장품 제조, 브랜드, 유통 사업"
와이랩,"영화, 비디오물, 방송프로그램 제작 및 배급업",만화출판물의 제작 및 영상물 제작
센서뷰,전자부품 제조업,"T&M 케이블, 초소형 전송선로"
아이엠지티,의료용품 및 기타 의약 관련제품 제조업,치료용 집속초음파 기기
필에너지,특수 목적용 기계 제조업,2차전지 제조장비
이노시뮬레이션,소프트웨어 개발 및 공급업,"스마트 모빌리티 시뮬레이터, XR 가상훈련 시스템 등"
알멕,1차 비철금속 제조업,알루미늄 압출 제품
오픈놀,소프트웨어 개발 및 공급업,미니인턴플랫폼(커리어 및 채용 플랫폼)
아이티센피엔에스,소프트웨어 개발 및 공급업,"디지털 금융 서비스 구축, 모바일 보안솔루션, 생체인증 전자서명"
가이아코퍼레이션,생활용품 도매업,"유아용품, 완구, 굿즈"
비에이치,전자부품 제조업,FPCB (연성인쇄회로기판)
동국씨엠,1차 철강 제조업,"냉연강판, 칼라강판"
동국제강,1차 철강 제조업,"봉강,형강,후판,냉연강판,칼라강판"
프로티아,의료용 기기 제조업,알레르기 진단 제품
큐라티스,자연과학 및 공학 연구개발업,"백신 및 면역증강제 개발제조업, CMO/CDMO"
마녀공장,기타 화학제품 제조업,자연주의 기능성 화장품
나라셀라,음·식료품 및 담배 도매업,와인 도소매
진영,플라스틱제품 제조업,"가구용 ASA플라스틱 시트, 엣지밴드"
이수스페셜티케미컬,기초 화학물질 제조업,석유화학제품 및 정밀화학제품
OCI,기초 화학물질 제조업,"폴리실리콘,타르제품,카본블랙,무수프탈산,농약원제,석탄화학제품,정밀화학제품,플라스틱창호재 제조,판매"
기가비스,특수 목적용 기계 제조업,반도체 기판용 광학검사 및 수리장비
팸텍,특수 목적용 기계 제조업,"카메라모듈 검사장비, 반도체 검사장비"
모니터랩,소프트웨어 개발 및 공급업,"웹방화벽,유해사이트솔루션,가시성SSL 솔루션, SASE플랫폼기반 SECaaS"
시선AI,소프트웨어 개발 및 공급업,"AI얼굴인식 시스템, AI얼굴인증 솔루션, AI 객체인식 솔루션, AI데이터 플랫폼"
큐라켐,의료용품 및 기타 의약 관련제품 제조업,방사성동위원소 표지화합물 합성
지슨,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",무선도청탐지기
트루엔,영상 및 음향기기 제조업,"IP 카메라, 영상스트리밍솔루션, IoT기기 및 서비스"
에스바이오메딕스,의약품 제조업,줄기세포 치료제 연구 및 개발
슈어소프트테크,소프트웨어 개발 및 공급업,소프트웨어 자동화 검증 플랫폼
토마토시스템,소프트웨어 개발 및 공급업,"UI/UX솔루션, 대학정보화사업 SW"
마이크로투나노,반도체 제조업,메모리 테스트용 프로브 카드
셀바이오휴먼텍,기타 섬유제품 제조업,마스크팩 섬유소재(시트)
SK오션플랜트,1차 철강 제조업,해상풍력 하부구조물
삼성FN리츠,부동산 임대 및 공급업,대치타워 및 에스원빌딩
현대그린푸드,종합 소매업,"푸드서비스(단체급식), 식자재유통서비스, 공산품/생식품 유통서비스"
한화갤러리아,종합 소매업,백화점
지아이이노베이션,자연과학 및 공학 연구개발업,면역항암제 및 알레르기 치료제
LB인베스트먼트,기타 금융업,중소기업 창업투자
한화리츠,부동산 임대 및 공급업,부동산투자
엑스게이트,소프트웨어 개발 및 공급업,통합 네트워크 보안 솔루션
금양그린파워,전기 및 통신 공사업,"플랜트, 발전소 및 신재생에너지 발전소 공사 및 용역"
라온텍,전자부품 제조업,"마이크로디스플레이, 컨트롤러 IC"
자람테크놀로지,반도체 제조업,"XGSPON, 기가와이어, 광트랜시버 등"
나노팀,일반 목적용 기계 제조업,전기차용 방열제품
바이오인프라,자연과학 및 공학 연구개발업,"생동성시험, 검체 분석"
이노진,기타 화학제품 제조업,"탈모케어제품(볼빅), 피부케어제품(Dr.메디션)"
화인써키트,전자부품 제조업,인쇄회로기판(PCB)
제이오,"건축기술, 엔지니어링 및 관련 기술 서비스업","탄소나노튜브, 금속탱크 및 유사용기"
샌즈랩,소프트웨어 개발 및 공급업,사이버 위협 인텔리전스(CTI)
꿈비,가구 제조업,"놀이방매트, 유아거실가구 등"
스튜디오미르,"영화, 비디오물, 방송프로그램 제작 및 배급업",애니메이션 제작
삼기에너지솔루션즈,자동차 신품 부품 제조업,배터리(이차전지) 부품 (엔드플레이트)
오브젠,소프트웨어 개발 및 공급업,CRM 소프트웨어
미래반도체,기타 전문 도매업,반도체
태양3C,자동차 부품 및 내장품 판매업,"와이어링 하네스 커넥터, 초음파 프로브 케이블"
티이엠씨,기초 화학물질 제조업,반도체용 특수가스
한주라이트메탈,1차 비철금속 제조업,알루미늄 기반 경량화 자동차 부품
옵티코어,마그네틱 및 광학 매체 제조업,"광트랜시버, 광다중화장치 등"
아이오바이오,의료용 기기 제조업,정량광형광기술을 활용한 구강질환 진단검사 의료기기
타이드,전자부품 제조업,"PLC모뎀, DCU"
신스틸,1차 철강 제조업,"컬러강판, 아연도금강판 등 강판류"
바이오노트,의료용품 및 기타 의약 관련제품 제조업,"Rapid 반제품 및 완제품, 동물용신속진단 키트"
마이크로엔엑스,의료용 기기 제조업,의료용구(전동기)
애니메디솔루션,의료용 기기 제조업,"맞춤형 수술솔루션(시뮬레이터, 수술가이드, 보형물)"
핑거스토리,기타 정보 서비스업,"웹툰, 디지털 만화, 웹소설"
SAMG엔터,"영화, 비디오물, 방송프로그램 제작 및 배급업",애니메이션 IP 기획 및 관련 제품 제작
아하,전자부품 제조업,"전자칠판, 전자교탁 등"
인터로이드,소프트웨어 개발 및 공급업,"건강기능식품, AI솔루션, 분자진단키트"
유니드비티플러스,제재 및 목재 가공업,MDF 등
펨트론,특수 목적용 기계 제조업,3D 정밀측정 검사장비
인벤티지랩,자연과학 및 공학 연구개발업,마이크로/나노 입자 기반 약물전달 플랫폼 및 관련 제품
엔젯,특수 목적용 기계 제조업,"EHD 잉크젯 프린터, EHD 코터"
유비온,소프트웨어 개발 및 공급업,학습관리시스템 등 에듀테크 플랫폼 (코스모스) 및 교육서비스
티쓰리,소프트웨어 개발 및 공급업,온라인 및 모바일 게임 등
티에프이,전자부품 제조업,"COK, Board, Test Socket"
윤성에프앤씨,특수 목적용 기계 제조업,2차전지용 믹싱시스템
디티앤씨알오,자연과학 및 공학 연구개발업,비임상 및 임상시험 대체 용역
뉴로메카,특수 목적용 기계 제조업,"협동로봇, 협동로봇 자동화 플랫폼, 로봇제어기 등"
제이아이테크,기타 화학제품 제조업,반도체 프리커서 및 쿼츠/블랭크/포토마스크용 케이스
LX세미콘,반도체 제조업,Display Driver IC
큐알티,"그외 기타 전문, 과학 및 기술 서비스업",반도체 신뢰성 검사 및 종합분석
저스템,특수 목적용 기계 제조업,반도체 습도제어 System
산돌,소프트웨어 개발 및 공급업,리테일 폰트 등
탈로스,일차전지 및 이차전지 제조업,군용 리튬이온 이차전지
플라즈맵,의료용 기기 제조업,플라즈마 멸균기 및 표면처리기기
핀텔,소프트웨어 개발 및 공급업,AI 영상 분석 솔루션 및 소프트웨어
샤페론,기초 의약물질 제조업,합성신약 및 항체치료제신약 기술제품 및 기술이전
비스토스,의료용 기기 제조업,환자 및 태아감시장치
탑머티리얼,일차전지 및 이차전지 제조업,"이차전지 시스템 엔지니어링, 전극소재, 양극소재"
에스비비테크,일반 목적용 기계 제조업,"베어링, 감속기"
오에스피,동물용 사료 및 조제식품 제조업,프리미엄 반려동물 사료
모델솔루션,특수 목적용 기계 제조업,"하이엔드 프로토타입 제조, 다품종 소량생산 서비스"
이노에이엑스,소프트웨어 개발 및 공급업,"InnoRules, InnoProduct"
파인엠텍,전자부품 제조업,IT부품
KB스타리츠,부동산 임대 및 공급업,"벨기에 North Galaxy Towers, 영국 Samsung Europe HQ"
선바이오,의약품 제조업,"PEG유도체 제품 (62%), 기술료수입 (38%)"
더블유씨피,일차전지 및 이차전지 제조업,이차전지용 분리막
알피바이오,의약품 제조업,연질캡슐 제형의 의약품 및 건강기능식품
티엘엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업",클린룸 설계 및 시공
오픈엣지테크놀로지,소프트웨어 개발 및 공급업,시스템 반도체 IP
대성하이텍,특수 목적용 기계 제조업,"정밀부품, 스위스턴 자동선반, 컴팩트 머시닝센터"
쏘카,운송장비 임대업,"카셰어링, 모빌리티 플랫폼 등"
에이치와이티씨,기타 금속 가공제품 제조업,2차전지 장비 초정밀 부품
새빗켐,기타 화학제품 제조업,"폐전지재활용소재, 폐산재활용"
수산인더스트리,전기 및 통신 공사업,전력발전설비 정비 용역
아이씨에이치,전자부품 제조업,스마트기기용 필름형 안테나
성일하이텍,기초 화학물질 제조업,"코발트, 니켈, 리튬 등"
에이프릴바이오,자연과학 및 공학 연구개발업,항체의약품 및 재조합 단백질 의약품
퓨쳐메디신,자연과학 및 공학 연구개발업,뉴클레오사이드 유도체 기반 합성의약품
벨로크,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","보안솔루션,보안서비스"
루닛,소프트웨어 개발 및 공급업,Lunit INSIGHT
바스칸바이오제약,의약품 제조업,"일반의약품, 전문의약품, 의료기기"
HPSP,특수 목적용 기계 제조업,고압 수소 어닐링 장비
와이씨켐,기타 화학제품 제조업,반도체 및 디스플레이용 화학소재
코난테크놀로지,소프트웨어 개발 및 공급업,"소프트웨어(인공지능,빅데이터,자연어처리,검색엔진,대화형챗봇,음성합성,음성인식) 연구개발 및 공급, 정보통신서비스"
넥스트칩,반도체 제조업,"차량 및 자율주행차용 비메모리 반도체(ISP, AHD, ADAS/AD)"
레이저쎌,특수 목적용 기계 제조업,"에어리어 레이저솔루션, LSR, LCB, LSB, BSOM 등"
보로노이,자연과학 및 공학 연구개발업,표적치료제
큐에이드,개인 및 가정용품 수리업,"전자제품 소매, 물류주선, 서비스대행"
